id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines
cecc9a24,16,14,20
333fd5eb,12,7,21
20687ab7,23,14,24
7a8a53b1,14,10,14
e3d27a54,11,0,35
0fb42269,12,8,14
75d00b0e,32,28,36
4cd248fb,16,4,40
eac05439,18,14,20
eced234e,44,38,48
e66956a5,16,14,16
efe5deb6,44,40,44
ab535c50,2,0,16
c58ac14d,19,12,29
1f8ee2f2,12,8,12
7134689f,17,15,17
8a3b1639,6,4,24
616ef7ce,22,14,26
f83eac40,58,48,64
9a3926e3,0,0,19
0b0b1bd3,12,6,12
d87333b1,18,14,20
3cde1fa5,6,4,12
b6eb0fd7,8,4,10
0d650154,20,17,20
369e7b53,6,2,20
dc40f93a,24,20,32
1147be33,27,18,36
13475f9f,14,10,16
230def8b,42,37,44
21587dad,12,12,12
7c79204f,10,6,12
46dc8af2,5,0,36
890e2a3c,6,2,16
102046b8,10,0,32
779cfc6f,24,24,24
bb846a77,27,19,32
9e0afc56,28,18,32
fcc8c4d6,14,12,16
e97c38f5,12,10,12
2fabd04f,46,38,48
45168e39,4,0,16
488ca270,16,14,16
bba1cbed,8,8,12
0dee5c32,18,14,20
63f59e6b,22,16,24
85b8c479,12,10,12
83a6ad67,14,8,14
de80c3af,26,24,32
a23f8fa3,20,16,24
4d2a0316,16,14,20
0e8ebb83,8,4,16
543fdc7b,2,0,16
24fa56f4,13,6,14
a1a68a9b,4,2,12
2aec8172,12,10,14
aa0ec706,15,12,16
414caf2f,12,12,16
083a74a8,4,0,20
74f22c87,24,16,28
e7e1d88d,10,0,24
2a4c85fd,14,6,16
e56ee59c,21,11,36
c30ed161,13,8,20
cf063e47,12,6,16
75c1d96f,10,6,26
b5605e7d,9,6,16
3337260d,22,18,24
2048ee2e,12,12,12
4bc3d8b2,12,4,12
54739192,24,16,24
6ad93a10,10,0,20
62006d8b,8,4,10
5136c544,19,14,26
321f90c9,3,0,16
891d776c,36,28,40
17d5937c,8,4,14
8aec8178,14,8,16
42b54ed9,24,14,48
74eb44b0,30,26,32
bb57ad80,34,24,40
57297293,12,10,16
340ba588,20,16,20
fabf82c4,18,16,24
fa7322bc,14,10,14
b403c3fb,11,8,18
8b13376c,36,28,36
952656b3,19,4,50
c4c6e6aa,16,10,18
06a51633,12,12,12
1bffe67b,18,6,28
a5427192,16,10,16
fb123625,4,2,15
440d1b17,10,6,12
63e62bfc,4,0,16
c2eac07e,26,20,26
0e0dd7ea,24,22,28
6cb4982b,12,8,12
94f5c364,12,10,14
35c4eca4,4,0,16
089ce80a,4,2,10
4db4d45e,8,6,10
65d0c2dc,12,6,16
0279c2fc,16,12,16
f2977a63,4,0,16
e82524b4,16,14,20
b61fc1e3,5,2,16
af6282e1,10,10,12
4dbd3cc3,5,4,10
e8e1413f,12,0,23
570b34cb,20,14,24
b600d129,44,30,52
cc091677,16,15,16
dcf0466f,8,0,15
34c407f4,24,15,44
5800ee80,12,6,20
7b6e98c2,36,34,40
c54eac2f,26,12,36
fa58902d,22,16,24
913f42fc,14,10,16
6eb2d3ba,12,10,14
5942e835,2,0,28
ac7f2090,4,0,24
6a54fc9d,12,8,12
19151e19,12,12,14
07096b50,26,22,28
efcb8923,9,0,24
a12389d2,13,10,16
28facb81,34,25,36
21c27dfc,21,18,21
78cd8fcf,4,0,24
9a020270,14,12,20
67d3c2c2,32,21,44
91f3a933,12,8,24
a59b33b2,24,22,24
dfc98555,4,0,28
d07e55d1,7,6,10
9e109dbf,22,14,24
8396f3a0,10,10,10
ab93aea1,18,14,20
f047c0f9,4,2,16
4dd9e74e,22,10,24
6761582a,9,0,24
68b6681b,12,9,12
a9cd1516,7,0,20
31352d94,3,0,12
c1b8b29f,20,12,26
591e0a72,6,4,10
edd9e0dd,20,18,20
a1afd22d,2,2,20
810504eb,14,14,14
58928264,12,6,20
25a6d479,20,16,20
d7240b59,16,10,16
a9a9d90e,10,0,25
2c37e54b,20,10,24
079f6aa3,18,14,20
4be24e7c,54,46,56
c0bffb8d,20,18,20
678351bd,4,0,24
3ae752f9,43,26,48
2c756a75,10,10,12
305b662b,15,14,20
1c4df2ef,14,12,16
9e493d8c,14,14,14
2d766660,22,18,24
b1231906,37,33,40
843f865d,18,16,20
e83cd17f,10,8,12
73f6f956,15,14,16
95afdfc6,2,0,24
fccfc664,16,14,16
8d84fced,28,22,28
a60caaee,12,10,12
8d3366c1,2,0,13
9c9019a7,18,10,20
792fbd3a,18,14,20
d806e5ab,16,10,20
0228f522,7,2,16
7b6d4724,10,8,12
5c97946f,13,12,18
4d50a760,8,2,32
a1863406,16,14,16
ecb303ba,16,10,16
3b3804c7,3,2,12
daaf0ae3,18,16,20
eab796ef,2,2,22
9c6891ac,13,5,16
96137186,12,12,12
81701926,2,0,12
e3b3ce1d,10,6,10
6eec8b58,16,16,16
6cfee48a,13,10,16
1b9760fa,14,10,16
cb10e22d,12,8,16
526a4923,10,10,12
11362ac1,10,4,16
c82f1a21,5,0,16
d2d11bfb,12,8,14
1cdd7abb,4,2,16
43cd1a4e,24,20,32
5857c903,12,10,16
5065bdad,10,8,12
9ae5b661,8,6,10
db83af3c,12,8,12
2a922c2a,22,16,26
f730629e,48,42,52
c06cc9b7,16,14,16
4e5910a6,38,32,40
abdc473b,8,8,12
d28bec37,8,0,20
a6a651e4,14,13,14
fe0ba303,58,49,60
752d4fbb,10,4,12
a2293ebf,38,30,40
832b1c41,16,15,16
77eb71ed,20,18,20
b71b26d5,13,2,32
4389cf6c,0,0,12
d315f863,20,18,20
6a028e55,6,2,24
a62454d5,6,4,14
685441bd,14,14,16
e45f2351,8,0,16
48c72055,4,4,16
ddc0a6df,18,14,24
27f57c4b,14,14,16
fcd88e7f,2,0,12
341dff76,26,18,32
cb08a723,16,14,16
3d39865f,10,4,16
da9cf98c,8,6,24
d0f213fe,12,12,20
6f2f1c33,13,10,16
31b90469,20,16,20
9ae5d24d,12,9,15
febd7c31,4,0,25
f9f5af98,19,14,20
8b4d825e,11,6,44
3a0baaac,16,10,16
9af84dd6,24,22,24
7c60c0a4,34,16,36
943bf01c,10,8,12
a1846475,6,6,12
de41cee1,12,6,16
4b42d454,18,14,24
6cdc4f3e,16,14,24
14e323a7,26,18,28
2c9fee53,4,0,10
b18ea0e0,53,41,56
2a919fc8,24,24,24
dbfee6ca,26,20,28
a7c3e9c3,35,24,37
36b56ca9,30,22,32
3a060f82,9,7,16
d0fd1004,28,24,32
2c1fe198,11,11,12
d59eb1b1,7,0,22
7e408663,14,14,14
e4fc65e5,4,0,15
37c487b3,7,0,24
5151f0bd,20,18,20
9a15d355,26,18,28
d7ee851a,16,12,16
ef49edfe,46,40,52
77cc3436,40,32,44
97b84b54,2,0,12
a776a901,24,20,28
6a415757,14,12,16
75b20336,8,2,16
fdff0735,5,0,28
1503d986,4,0,12
e9136cf8,18,14,20
d22effc8,16,10,16
944a8245,8,2,24
63680048,10,8,12
e329e67b,6,0,23
2cff7d97,36,31,40
1c7c4560,30,22,36
91b3ecc3,16,15,16
d37bf5d0,2,2,16
a78751cf,16,12,16
65b9a4bf,8,2,16
4788e0ec,32,22,36
53c030a5,8,2,40
f32f7e25,10,8,12
39491eb7,18,18,18
4048dd04,0,0,13
e6af83ca,20,16,20
1da124d4,13,11,14
97554444,2,0,12
b8b28eab,12,12,12
a82290ac,26,22,28
07d28d0c,43,32,52
923835dc,14,10,16
9cbb179b,10,8,12
f3ccb4d7,4,0,12
60757f16,40,36,40
79d4bf6b,10,6,14
a45f7aa0,16,8,16
ab713e86,10,7,12
1b59be36,20,20,20
db612367,4,0,24
7e993316,24,18,28
5165f17a,32,28,36
5f0dcce8,10,8,14
3a261a69,26,18,28
95311030,20,4,68
53c820e7,14,12,16
5e020728,10,6,20
2b89fdc2,6,2,12
7a1f561a,5,0,14
9faedfa1,4,0,17
c97be877,12,12,16
70e7d622,18,12,20
ceb5e1a9,18,12,20
c7e291ac,16,14,16
2174de45,11,8,16
776ac0e6,13,2,32
9801d203,4,0,20
b1305ad8,10,10,12
a6b254df,8,0,36
75288d52,14,12,20
20fc504f,0,0,12
0649f4d4,36,30,36
56e798cd,44,36,48
a5dab576,24,24,32
5abb6a06,12,10,16
d5fb2fcb,9,4,14
bd075850,26,20,28
0929e4e6,22,18,24
510cc22b,26,19,28
0ce40136,16,12,16
15c5a44d,12,10,16
d14e882d,5,0,12
2ac394af,10,8,10
cd12ede3,8,0,16
6bcc36cc,20,18,20
3f1b7875,16,10,20
d960758d,14,8,14
3a0ae2b1,2,0,16
e26c05ea,22,16,24
0021b886,12,10,16
696d0000,15,12,20
23fd7df4,16,14,24
03bf65f6,29,18,40
71818658,10,4,16
4fd5a069,2,0,12
08486edb,17,16,20
44ac52fd,4,2,12
eeb4b4d0,34,28,36
e6b2d6ec,28,26,32
6ef8f52b,33,24,36
0000e592,4,2,20
69773daa,0,0,12
25d0ba02,18,16,19
26a62c98,14,14,16
87a20280,56,52,56
ce65dbe3,14,4,21
d847240f,12,10,12
91661d59,12,6,14
c9569ad8,14,10,16
bed649ad,38,38,44
55e94833,4,0,12
c10b5ada,15,8,16
8eff817c,20,12,20
53fc72a4,26,16,28
9f6f4d35,5,2,24
0e967a67,38,28,40
9d9f7e2b,16,12,16
04d3c25d,12,10,16
8e015a9f,22,18,24
dd86c16c,9,0,24
8ece162e,22,17,36
deeaf755,10,6,10
af6e8a2d,12,10,12
81704a70,42,32,48
cf0453ff,10,6,12
cfe00fdd,40,36,48
6e0db265,4,2,20
d1a46ddf,13,12,20
36888856,12,12,12
c5746013,34,27,36
1e1a2b41,12,8,20
86a3cf16,2,0,16
72e13ee5,10,10,12
f6d75225,15,9,25
c62b6e53,16,14,16
91983d04,8,4,10
13ea932e,18,14,20
6aad4a40,26,20,28
e2398542,19,14,20
a2106ce9,13,10,16
9098f4cd,20,18,20
9f23354b,10,8,14
687f458e,14,10,27
be576b1b,3,0,16
a76c2c92,14,10,16
bbee3a7b,8,0,14
42fe51be,17,10,24
db71111d,18,18,20
62a8f300,11,4,34
f5e238eb,0,0,12
5e34adcf,11,10,14
946906f4,16,14,16
7c8709a5,18,14,20
4382006b,48,40,56
6abeba47,4,2,20
733e4581,10,0,36
49b4dbd1,14,14,20
982e2ae8,10,2,30
c62c67e0,40,24,48
99fdb066,12,10,20
b1563c18,24,20,24
1be5b579,6,4,16
a563d641,4,0,12
37633122,22,18,24
70786832,12,12,16
b274afc8,13,12,16
5b5989ef,14,14,16
79073785,20,18,24
72046d87,16,0,32
e49a6fee,31,29,32
fff61e4a,14,10,16
3e032b4b,20,14,20
7608ad85,16,14,20
896aaeec,20,14,24
fa1e4bfc,26,22,28
b0490523,8,2,20
44574739,0,0,20
3984cd14,15,7,20
40dac946,20,20,20
8eda4e09,30,20,36
a4dd9b9a,9,0,24
b7cba9f4,20,12,20
dda8e1b5,12,10,14
7e3abdd8,12,8,26
8a94a2e4,20,20,20
b6d3032d,0,0,16
a8282df8,13,12,14
42ebc46f,10,2,16
b8c5c72c,14,10,20
19f87f11,25,20,28
0ee2a754,22,14,24
59faa19e,22,14,24
0d583b31,12,8,14
38776df9,13,2,28
b0839d56,36,20,36
f3ae8714,18,15,20
aadec2d1,48,38,48
f23fcf15,4,0,24
ce7bc84a,61,48,68
cc205698,4,4,12
ff83f85c,10,8,12
b0241e9c,12,12,12
acc14f19,15,14,16
b4b16b2b,36,28,40
dd9e92f5,12,10,12
0f4d83c0,2,0,24
bc82d276,4,2,20
b41b034c,9,6,13
cede087e,18,14,20
0cddd4fb,38,34,40
c3ef02d6,12,11,16
b9d2a0a0,35,20,40
5dd71645,9,8,24
34211e12,5,0,20
f2b4423e,16,8,16
0daa0588,32,22,36
3ac7adaa,16,14,16
f0e5acd3,12,6,16
1f41ade2,2,2,10
09d7abe3,8,4,18
49c3678a,22,20,28
23788d7d,14,2,40
e528a146,24,16,24
93c3d90c,6,0,16
57240c34,20,16,20
cf9a912d,20,18,24
af8b6f73,8,4,10
852b2c2b,12,10,12
404a8767,20,20,24
fdad401b,42,32,48
bab0f879,36,25,40
77e205be,6,2,35
e005bb40,25,16,44
e86e714f,14,14,14
275791b5,4,2,27
ed09e38d,43,42,44
7f51658a,5,0,16
d24f5abb,56,42,56
b6eb7b76,26,24,32
f5cd701b,9,7,12
74249040,2,2,15
8aa60d35,37,28,44
bdb45c13,14,12,14
fddeb5f4,16,12,20
19cfd01d,12,8,13
9154a685,14,14,14
64913700,13,6,27
68aea696,6,4,32
f1a47d7d,18,4,24
78aa952e,14,14,14
d856b2a8,10,10,12
9670fcf4,16,16,16
3477ed50,25,20,32
93a279d6,20,20,20
57fa9fa2,26,22,28
bf046eab,10,4,12
9fa02397,15,14,16
389b5cd3,12,8,16
32acdfa2,8,0,16
957c8d14,14,8,16
67f38aa3,22,16,24
ce01befd,4,0,16
d6d962d3,20,16,20
f9b56009,24,18,24
e87fe473,22,18,24
0275d6c5,47,41,48
7f0baab2,5,0,32
4593e03b,10,6,12
4a4cb319,10,10,10
2bb91274,31,26,32
5872d31b,9,8,12
1bc62ce6,24,22,24
71e806da,12,6,36
0f9609b1,11,6,24
662bfc4d,22,18,28
45218d97,16,5,47
6804381e,22,16,24
9dfc98a1,16,14,20
6660e8c8,16,8,16
016fa536,10,6,12
4c009545,16,15,23
cee4e137,28,26,32
48b060de,6,6,17
a1699c83,18,16,20
8c2cb478,18,12,20
47a9484a,4,2,16
5b745e87,12,12,12
06d1d035,10,10,20
606a20b2,8,2,16
2b6308a3,10,10,12
db932ba8,28,16,32
955b5307,16,10,16
b07c03ed,2,0,16
fb3bba53,12,6,14
eb93344f,10,10,12
d50db1e3,14,10,20
6937ea5f,10,8,12
cd43b4c1,8,6,20
902c1805,9,2,32
3cc7746e,48,42,52
c3054cce,11,9,12
39f330d1,42,28,52
7483fcba,10,4,14
24f82bf9,12,6,14
021695a1,3,0,12
015e33ff,46,38,48
f801bff0,12,12,12
82a2577a,4,0,32
706db88c,5,2,12
6ed47d85,16,14,16
b7a8023a,12,4,16
e5ff3f03,18,12,20
48b3d1e4,5,0,15
7872b506,12,6,12
c4fa8d46,32,24,32
f534d782,20,16,20
18d598fd,19,14,24
b5e178a4,22,22,24
f5cacaa5,17,12,22
d625d922,10,10,10
a8e31160,19,12,24
1e835396,2,0,12
e972dc95,8,7,10
b9dae8a9,10,8,12
7884c978,25,12,44
030e2668,4,2,20
be499374,14,14,14
bf1feb51,2,0,16
04884ca9,8,0,39
f6739af3,26,14,45
4b4eb3a0,12,8,12
c83717e1,20,19,20
f064522b,12,10,12
3a5d3c82,18,12,20
f2a97a16,2,2,12
aa27d274,16,12,16
664c72bf,20,12,24
4afdc68c,12,8,12
2a67cbfa,12,8,14
90a3557a,0,0,20
0d319de5,7,4,20
07fbe72f,16,12,20
11819f53,12,10,14
e579e806,28,20,28
5f8dc255,10,10,14
b9f34e65,14,14,14
a22ec1e7,0,0,20
231e02b4,8,6,14
7f0e8d77,14,8,40
2cf9f8c0,6,2,14
3ab03edd,15,14,16
2abed3a6,12,8,12
40ad3bec,14,12,14
56fb396e,8,6,12
ee402818,16,12,16
49c475e9,14,12,28
de5f9746,38,36,40
24617044,8,0,16
bf821643,20,16,20
b527015e,4,2,12
69190b46,30,22,32
66d88864,20,16,22
a135b927,18,16,20
b9dea803,36,24,36
439a049e,10,4,25
05ca03c2,10,7,12
6d8d967c,18,14,20
c7854673,2,2,31
22e85354,20,14,24
3877407a,9,3,10
d7b66e9b,23,18,24
244d9b09,46,34,48
f315e0c9,20,14,20
96dd8980,12,8,16
4f94a1d0,14,6,14
26b91390,11,0,32
4be1b681,24,18,28
e8723ab7,18,14,20
a09698ff,12,10,12
6f9f5e6b,44,35,48
cd642748,16,14,16
c1ef7aee,12,11,12
10506fe2,24,18,24
8c88d74f,8,6,14
c09ab397,48,38,48
e05a848a,10,8,14
8b4b8e89,5,0,16
846506af,4,0,12
7bb3c5a1,18,16,20
5d97fe36,3,0,28
085930ba,8,6,10
36ec2cfd,16,8,16
3e90a463,50,36,60
f221f56c,5,4,12
df523628,16,14,16
58425e98,44,30,48
a0e2a63c,18,18,20
98f987c3,22,18,28
bacb1033,22,18,40
e5acdb4e,16,14,16
bf09c4cc,24,18,24
a705c263,12,10,12
f3a24578,12,8,14
11c2f1d8,6,2,24
fc787197,4,4,12
7c35e02c,16,13,16
fef60bf2,12,12,16
5d0894b7,4,4,16
f54a1179,20,14,24
5c3fdd61,18,14,20
b08ab175,14,11,14
3c82dcff,18,18,20
d2a04bec,2,0,24
7f36cc9f,18,14,23
0213f118,16,14,16
56271164,24,20,28
386ce06a,8,4,16
5c8cd144,44,34,48
94188cc5,6,2,16
a27050c7,16,16,16
0960e450,11,6,14
b6a867e9,9,6,24
1e0ad77c,13,6,20
d6455aeb,12,6,16
a2d55c3d,14,10,20
de22f4d5,8,4,12
d8d3baa2,16,14,16
efaf3bd5,28,24,32
95c18289,8,6,23
c8f468e0,63,52,64
d2688694,33,17,37
1e3085bb,2,0,12
cd947156,14,10,14
05580257,48,48,48
c9f38f50,20,14,20
8373a2f8,6,4,10
65cd72d0,26,14,28
eb3b7539,14,8,16
b567c758,22,20,24
89ed2387,22,14,24
0037fc8f,42,37,44
7efec150,14,6,16
b8dc6d0b,8,0,38
b6aa58e9,2,0,13
e4ef6abe,4,2,12
bdc4e847,20,14,20
a0906e0a,16,15,16
852aa346,5,0,25
56ca1a8e,15,10,24
d47d1c59,32,24,32
47766bf1,14,12,16
9b952e7c,18,10,32
594790c8,14,10,16
9042d95b,10,4,32
546a9e07,26,26,28
09164c9e,4,0,10
d2176f8b,38,29,48
6815acf1,10,10,12
207ed02a,12,8,12
663f86f8,15,10,20
3f52562a,4,0,16
de22f6f5,10,6,14
bcbd7837,12,8,12
641f28fd,14,12,16
bfc82c66,8,8,10
3bdbc565,2,0,16
fa02cfae,32,16,44
d8026c7b,12,8,12
b2112ad3,13,8,20
c9b46791,13,2,28
1a01dce6,16,8,16
cfb0c9b0,12,8,12
9fe21070,13,13,14
3e54d150,8,6,12
53cc2b38,44,42,48
635573ec,12,10,16
5745fcb2,15,12,18
e35c1722,24,22,24
e865732a,10,2,50
395ac404,7,4,15
621ac8c4,20,15,20
0f0e51ea,54,42,60
e626a522,45,31,52
58ca4b42,16,14,20
b4bb48ed,6,2,24
14b839e0,12,12,12
0ea739f2,46,33,52
9d42fee4,10,6,10
f2ce53ac,14,14,16
20170229,24,20,24
379adf65,2,0,20
31585d70,16,10,20
e9f0b581,10,8,12
70a0d453,14,10,16
dd50678b,18,12,20
e15de858,22,22,32
2afe7df9,8,4,10
7247a543,12,10,16
10a2ead5,5,0,20
d24317e6,0,0,12
1b5c3df1,12,7,24
26c53179,2,2,24
a3d7f1b3,20,18,20
ca0e0d7e,14,14,14
0909870f,10,8,16
501a208f,30,20,36
bab3bcca,20,10,24
f4fb4b13,4,4,14
aec73ea0,40,36,45
60a8d890,13,12,14
d00411a7,16,14,16
7b998cd2,14,14,14
578d58ed,12,10,12
b107f78e,46,36,48
4b5ecc05,2,0,12
62d11ea6,4,2,24
8bdb8ca8,12,10,12
2c8eb865,16,15,16
833fb3ac,5,4,11
f64566e8,16,6,20
be8d9e76,10,2,32
e2e4df9a,31,22,32
04a1497b,16,12,24
824229c6,22,18,24
6114b782,28,24,32
747f4f64,22,18,24
9757424d,4,0,12
a92c7c91,10,8,12
f43e7ae6,16,12,18
ae38372a,7,2,11
318adcec,14,12,16
44510564,10,8,12
02bbcca7,12,10,12
53e0f351,47,36,52
11d76594,8,2,12
639a6170,14,12,16
7064db1f,11,8,14
6d882b33,24,18,24
0d9a11b6,7,6,15
411ca084,10,2,32
f21d2f43,11,9,14
1b7b91e8,14,14,14
2b0d799f,18,14,20
b8ecf58f,24,16,24
99ec0876,16,14,20
e062d952,20,18,20
79232e09,20,18,24
bb266c23,24,24,24
06b54933,16,15,20
81d2b49c,16,14,16
55a96de6,12,12,12
1990d1cf,11,8,14
c8eeb1f4,14,8,16
8a987ed9,12,8,12
e0f2f517,12,12,16
d7d7f210,16,16,17
7283bbc9,16,16,18
51401e1d,22,18,24
e83c3769,16,12,16
f01ca363,5,0,16
02755803,12,10,16
f7648640,35,28,49
2cbf3810,33,24,36
7046dfba,12,10,14
ae4bd0db,24,14,24
bfe0411a,14,12,14
516bbb1c,11,6,16
f9cc9cdf,18,14,20
0d0f316b,22,20,28
ed4a162b,10,10,12
7ab809b7,26,22,28
0cec98d8,0,0,12
664eed33,16,16,16
a3e60a93,12,10,12
e5a0391b,12,2,64
f0959d72,18,12,20
2967105f,14,8,16
e942a7e9,6,0,23
3c1374d3,67,52,72
cc3d22c0,4,0,19
f6d642d0,18,10,20
c1ee25d4,8,0,20
a7c58a35,74,50,80
ba13eaa0,10,6,13
774cc222,57,48,64
94bcb2f4,16,14,16
cb80dd7f,12,8,16
debb3c07,24,16,28
7b5afab0,30,28,32
aa42b5b3,17,14,20
ebf15ace,12,12,16
207829d0,18,12,20
5fdf17db,10,9,20
df2e0310,14,12,14
6ef35cc0,10,2,18
74e1daae,22,16,24
073af6b0,8,6,12
36dfaf1f,9,8,20
ac536494,37,31,40
35e53c6e,20,16,22
d2f52db5,13,13,16
62a0a6a5,16,13,16
7b865e32,12,12,12
57d18fe4,12,10,12
bb549521,14,10,16
ebad638a,52,40,60
8f0e7aaf,10,8,24
3646ea5b,12,10,14
380d2f68,16,14,21
2c740643,10,10,12
207d4eb5,2,0,10
6d70c516,6,2,36
5a787504,6,0,16
503820ad,12,6,14
ee3f58a8,9,0,24
dcfcc25b,6,2,20
ef442aa2,0,0,11
fa6476f9,16,14,16
239ade8a,3,0,16
2dfba8fc,20,18,20
1705fbdb,14,12,16
acc695d6,9,5,12
41fe21f2,14,12,28
9cd9c516,8,2,20
3bf3b936,6,0,16
75e46183,12,8,14
839e30c2,20,16,24
dd6612a3,16,10,16
81e61f19,23,21,24
0a6c0d38,14,14,14
3c3562f2,14,14,16
fdbd7c27,18,14,24
4f38ec55,4,0,16
88f2a69f,34,30,36
b0ffff65,27,22,32
84920eee,20,18,24
c1fb5273,12,12,12
f082aebc,5,2,12
c2d7bc4d,16,14,16
36583925,18,10,20
050f73bc,8,6,20
4eb584ab,29,24,32
330d9c9f,0,0,32
59ff6197,12,12,12
d75c9c7e,4,2,17
1ea3f963,52,44,56
dc13df79,17,12,20
098ac103,24,18,24
9f9cea99,22,14,24
89a46970,23,18,24
783e4d8d,4,4,32
e049a38a,0,0,16
24939322,28,22,40
aaab893b,9,8,16
43cf2d30,14,14,16
95e87f94,14,12,16
15d28dda,12,12,16
18974a7d,16,10,16
3e944e38,14,14,14
03b101ac,24,20,28
5e99b096,5,2,16
069b342a,2,0,12
f68eb0b1,13,13,20
c48c8d85,21,21,28
e80dfb3c,2,0,20
73ebad6e,8,6,12
f93dd28f,3,0,19
721b5a90,8,0,12
6b5c3a6e,12,7,14
91fc0bce,12,10,12
bd456081,20,14,20
783c7278,16,12,16
7763a4b2,20,16,20
18595066,45,36,48
15c05d78,9,0,16
a342c49d,4,0,12
127b96e9,17,2,44
7cf77c68,6,0,12
d6f7b5f3,16,16,16
e3fb508b,12,8,12
86d8fbdb,58,48,68
d1373e03,6,2,32
75d2ac94,39,30,44
28219d34,31,22,36
c6e50bcf,8,2,22
252fe48d,20,12,24
55688e65,20,18,20
ce09d2ae,18,10,24
5d4c62f2,2,0,12
446447e9,0,0,27
2d3a16c1,16,12,16
08768c2e,2,0,24
52d5eb4c,13,10,24
69c9e396,4,0,20
f3d5324b,32,26,32
878bb54d,12,12,16
05a808d2,15,13,16
18d61985,42,28,48
8ddd8324,12,8,16
99d4955b,10,8,16
896fd1a2,9,6,16
20a14bc7,16,13,16
7bcc6746,40,30,40
53e12002,13,12,14
cdb44c72,33,20,36
e01d1eb0,25,22,28
9af15dd2,12,0,30
9348afab,10,8,12
cd61e8fc,3,0,24
