id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines,rhyming_line_pairs
english/miscell3/Z300641671,19.0,15.0,32.0,"[(""At ebb tide you may see that' Actaeon lie"", 'A sheer hulk over the breakers high and dry.', 0), (""'Tis a most beauteous strait! The great South Sea's"", 'And as the good ship glides before the breeze,', 0), ('Proud waves keep holiday along its shore;', 'Broad bays and aisles appear and steep cliffs hoar,', 0), (""'Tis a most beauteous strait! The great South Sea's"", 'With groves on either hand of ancient trees,', 0), ('Proud waves keep holiday along its shore;', 'Planted by Nature in the days of yore;', 0.8660254037844386), (""Van Dieman's on the left, and Bruny's Isle"", 'Forming the starboard shore for many a mile.', 0), ('But all is still as death! Nor voice of man', 'It seems as if this beauteous world began', 0), (""Is herd, nor forest warbler's tuneful sung;"", ""To be but yesterday, and that' earth still young"", 0.8975274678557507), ('And the green wild-doves their fleet pinions ply,', 'And the gray eagle tempts the azure sky;', 0), ('Reigns undisturbed along the voiceless shore,', ""Five thousand years ago. The loud wave's roar"", 0.7264831572567789), ('Reigns undisturbed along the voiceless shore,', ""That wont of old as hermit's to adore"", 0)]"
american/am0590/Z200166639,8.0,6.0,10.0,"[('As wondered and fresh today', 'Is this magnificent array', 0), (""Of purpled light, as 'to were the first"", ""That quenched man's beauty-craving thirst."", 0), ('It is a promise, daily given,', 'To sickly, sorrowing Earth, by Heaven,', 0.8333333333333334), ('That pure and beautiful as this', 'Is yet to be her daily bliss.', 0)]"
american/am0912/Z300176242,46.0,34.0,52.0,"[('Go forth and bid the land rejoice,', 'The solemn rapture of thy voice.', 0), ('This happy day! Our joy should flow', 'Accordant with the lofty woe', 0.3333333333333333), ('Be nothing lightly done or said', 'That wails above the noble dead.', 0.5), ('While yet the battle lay with God,', 'Look down upon the crimson sod', 0), ('Let him whose brow and breast were calm', 'And gravely wear his mournful palm;', 0), ('Beats all too gaily for the time,', 'Know that intemperate glee is crime', 0), ('And him, whose heart still weak from fear', 'While one dead hero claims a tear.', 1.0), ('Yet go thou forth, my sung! and thrill,', 'With sober joy, the troubled days;', 0.9574271077563381), ('With sober joy, the troubled days;', ""A nation's hymn of grateful praise"", 0), ('Yet go thou forth, my sung! and thrill,', 'May not be hushed for private ill.', 0), ('The mighty tidings far and nigh!', 'Ye cities! write them on the sky', 0), ('Our foes are fallen! Flash, you wires!', 'In purple and in emerald fires!', 0.6204836822995429), ('Their threats were herd on every breeze;', 'They darkened half the neighbouring seas;', 0), ('They came with many a haughty boast;', 'And swooped Like vultures on the coast.', 0), ('False recreants in all knightly strife,', 'And bloodshed stained the sheaves of life.', 0), ('God gave the dastards to our hands;', 'Their bones are bleaching on the sands,', 0), ('They fought as tyrants fight, or slaves;', 'Or mouldering slow in shallow graves.', 0), ('What though we hear about our path', 'We needs not heed their fangless wrath.', 0), ('Now drinks a thousand springs, and sweeps', 'With broadening breast, and mightier deeps,', 0.6928203230275509), ('Meantime the stream they strove to chain', 'And rushes onward to the main;', 0), ('Our Ship of State before the blast,', 'With streamers poured from every mast,', 0), ('While down the swelling current glides', 'Her thunders roaring from her sides.', 0), ('Hang out thy rainbow on the sea!', 'Laugh round her, waves! in silver glee,', 0), ('Lord! bid the frenzied tempest cease,', 'And speed her to the port of peace!', 0.7637626158259733)]"
english-ed2/ep2565/Z200672994,17.0,14.0,18.0,"[('The summer noon curves for a little space', 'Like a gray cavern in a mountain face,', 0.6009252125773316), ('Into a statued porch profound with gloom,', 'And leaving all the sunshine and the bloom', 0), ('Adown the aisle I pass receding doors,', 'Withdrawn, recluse, on overwritten floors.', 0), ('The forest echoes in the branched night', 'Gleam angel robes, green-gold as chrysolite,', 0), ('To my slow footfalls, in the casement high', 'Or read as sard -- the pomp of those who lie', 0), ('The forest echoes in the branched night', ""But reconciled to sleep and 'during fate."", 0.9428090415820635), ('From niched place the prelates of the soul', 'With mourning gesture ... Gentle echoes roll', 0), ('Lean in the leisure smoke of tender eve', 'From the far closing gate; and shadows leave', 0), ('The lofty apse and dim each trefoiled Sign,', 'Veiling the Eucharistic Corn and Vine.', 0)]"
english-ed2/ep2625/Z200677385,28.0,18.0,32.0,"[('These be the mushroom days, and lo!', 'The mushroom rings so darkly grow,', 0), ('Who made the rings so fine and round', 'Twined in and out by hollow and mound?', 0), ('And who hath summoned mushrooms hither,', 'Here where the fairies dance together?', 0.6666666666666667), ('Here are the tracks of feet that went', 'Before the day, in Due and scent,', 0.9753916592266354), ('Before the Due was dried, and trod', 'The mushroom-strewn and emerald sod.', 0), ('Who were the early risers who', 'That in the gray dusk and the Due', 0), ('The owl his counsel well does keep,', 'The wood-dove she was fast asleep,', 0), ('The lark was up too late to see', 'The mushrooms gather on hill and lea.', 0), ('The earthbound corncrake, she might know,', 'But that she went a month ago', 0), ('To Egypt, where she lies hid', 'Sand-deep beside a pyramid,', 0), ('Nursing her honey-voice; well then', 'The mystery, mystery must remain --', 0.9574271077563381), ('Since eyes of birds nor human eyes', 'No fairy secret shall surprise --', 0), ('Of who in Due and dawn did fashion', 'The fairy rings in sweet rotation,', 0.7280109889280518), ('And set the mushrooms in the ring,', 'And who came hither mushrooming.', 0.7071067811865476)]"
english/stuarthy/Z200500607,10.0,8.0,16.0,"[('Wouldst thou have this pale lip smile? but say,', 'Wouldst chase my shadowing gloom away?', 1.0), ('Wouldst thou have these thoughtful-drooping eyes', 'Wouldst have me banish tears and sighs?', 0), ('Lit up by joy and glee?', 'They shall be unknown things to me!', 0), ('And if thou dost not yet approve me,', 'Speak -- speak, I urge -- I prey thee!', 0), ('And if thou dost not yet approve me,', ""E'en if thou'dst have me cease to love thee,"", 0), ('And if thou dost not yet approve me,', ""I'll die, and still obey thee!"", 0)]"
english/smartchr/Z300487909,73.0,58.0,80.0,"[('O you people, hear and ponder', 'In your ears and in your mind,', 0.7071067811865476), ('In your ears and in your mind,', 'All that dwell in homes or wander', 0.7000000000000001), ('In your ears and in your mind,', ""Thro' the world of human kind."", 0), ('You of high or low gradation', 'To my words alike attend,', 0.9614803401237305), ('You of high or low gradation', 'Men as well of wealth and station', 0), ('To my words alike attend,', 'As the poor without a friend.', 0), ('I will speak of things essential', 'And with words and thoughts prudential', 0.6244997998398399), ('To the folk that would be wise,', 'Heart and mouth I will advice.', 1.0), ('My harmonious ear inclining', 'And with harp and hand divining,', 0), ('To the great mysterious verse,', 'I will oracles rehearse.', 0), ('Wherefore in these times flagitious', 'When with practices pernicious', 0), ('Should I my good courage loose,', 'Guile prepares my heel to bruise?', 1.0), ('Some there are that have affiance', 'And grow proud by vain reliance', 0), ('Some there are that have affiance', 'On the rust of worldly wealth.', 0.8558621384311845), ('But for brotherly affection,', ""Could they buy the Lord's protection,"", 0), ('Deeds of charity and kindness,', ""They through' vice and carnal blindness"", 0), ('Which would tend their souls to save,', 'Must relinquish to the grave.', 0), (""Yea and that though' God has lengthened"", 'And their fleshly veil has strengthened', 0), ('For they see the general sentence,', 'And the rich in late repentance', 0), ('Fools and wise together die,', 'With their hoards and heir supply.', 0), ('Yet they think that their succession', 'And the places at discretion', 0), ('Shall not be extinct at all;', 'After their own names they call.', 0), ('Yet is man from his beginning', 'And degrades himself by sinning', 0), ('Weak, nor honour long retains,', ""To the Brutus's over which he reigns."", 0), ('Thus it is with self-deceivers,', 'Fools which heavenly hope defeat,', 1.0), ('Thus it is with self-deceivers,', 'And a raze of unbelievers', 0.0), ('Fools which heavenly hope defeat,', 'Praise and practice the deceit.', 0), ('Such Like rotten sheep infected', 'And over them the saints elected', 0), ('Worms their beauty shall devour,', 'In eternal peace shall Tower,', 0), ('But from out the dreary mansion', 'Height sublime and free expansion,', 0), ('God my spirit hath set free,', 'Bliss celestial are for me.', 0), ('Be not daunted at the lustre', 'At his glory, and the cluster', 0.5), (""Of thy neighbour's countless store,"", 'Of dependents at his door.', 0), ('For his wealth and gaudy splendour', 'Pomp and all he must surrender', 0.6666666666666667), ('While he lived, in his adherence', 'Long as thou supportest appearance,', 0), ('To the world, he thought him blessed:', 'Busy tongues will speak the best.', 0), ('Soon his father he shall follow,', 'And the gulf his soul shall swallow,', 0.40311288741492746), ('In the greedy grave to rot,', 'If repentance save him not.', 0), ('Men of honour and promotion,', ""Model'd to the vulgar notion,"", 0), ('Which of carnal things have fared,', 'With the beasts are well compared.', 0)]"
african-american/wheatley/Z200588300,18.0,16.0,18.0,"[('SOON as the sun forsook the eastern main', 'The pealing thunder shook the heavenly plain;', 0), (""Majestic grandeur! From the zephyr's wing,"", 'Exhales the incense of the blooming spring.', 0.8975274678557507), ('Soft purl the streams, the birds renew their notes,', 'And through the air their mingled music floats.', 0), (""Through all the heavens' what beauteous die are spread!"", 'But the west glories in the deepest read:', 0), ('So may our breasts with every virtue glow,', 'The living temples of our God below!', 0), (""Fill'd with the praise of him who gives the light,"", 'And draws the sable curtains of the night,', 0), ('And draws the sable curtains of the night,', 'Let placid slumbers sooth each weary mind,', 0.9574271077563382), ('Let placid slumbers sooth each weary mind,', 'At morn to wake more heavenly, more refined;', 0), ('So shall the labours of the day begin', 'More pure, more guarded from the snares of sin.', 0), (""Night's leaden sceptre seals my drousy eyes,"", 'Then cease, my sung, till fair Aurora rise.', 0)]"
english/eliotjoh/Z200345354,16.0,10.0,20.0,"[('As then you marshaled were great Lord, by those', 'Your Virgin Bride that nuptial night had chosen', 0.8137703743822469), ('Those Ceremonies to prepare, so now,', 'The self same Herauldries proud to allow', 0), ('Your fair Bride, first with her chased limbs to bless', ""Those sheets, which witnes'd that great happiness."", 1.0), ('Your chased wife now, most honoured Lord, as then', 'In your Bed, now I marshal with my pen.', 0), ('Can your best wishes noble Lord aspire,', 'Had Phaeton seen her in his height of pride,', 0.816496580927726), ('Had Phaeton seen her in his height of pride,', 'Blushing to see a man lie by her side,', 0), ('Ambition had his blood to Ivory turned,', 'And by the sun his wings had never been burned.', 0), ('Had Phaeton seen her in his height of pride,', 'Noe he had shunned those flames that melt the skies,', 0.0), ('Had Phaeton seen her in his height of pride,', 'And singed his feathers in her brighter eyes.', 0.0), ('Had Phaeton seen her in his height of pride,', 'Let it be done, so prays your unknown slave.', 0.9428090415820635)]"
american/am1066/Z300188326,39.0,15.0,48.0,"[('Long for my soul hungering gymnastic I devoured what the earth gave me,', 'I ascended the towering rocks along the Pacific, I sailed out to sea,', 0), ('I traveled the prairies over and slept on their breast, I crossed the Nevadas, I crossed the plateaus,', 'I marked the white combs where they careered so high, curling over,', 0.7861650943380504), ('I watched with joy the threatening maws of the waves,', 'I herd the wind piping, I saw the black clouds,', 0.8888194417315588), ('Saw from below what arose and mounted, (O superb! O wild as my heart, and powerful!)', 'These, and such as these, I, elate, saw -- saw with wonder, yet pensive and masterful,', 0), ('I ascended the towering rocks along the Pacific, I sailed out to sea,', 'All the menacing might of the globe uprisen around me,', 0), ('I ascended the towering rocks along the Pacific, I sailed out to sea,', ""'Twas well, O soul -- 'it a good preparation you gave me,"", 0), ('Yet there with my soul I fed, I fed content, supercilious.', 'Now we go forth to receive what the earth and the sea never gave us,', 0), ('I watched with joy the threatening maws of the waves,', 'Not through the mighty woods we go, but through the mightier cities,', 0.9695359714832659), ('These, and such as these, I, elate, saw -- saw with wonder, yet pensive and masterful,', 'Torrents of men, (sources and rills of the Northwest are you indeed inexhaustible?)', 0), ('All the menacing might of the globe uprisen around me,', 'What, to pavements and homesteads here, what were those storms of the mountains and sea?', 0), ('Heard the continuous thunder as it bellowed after the lightning,', 'What, to passion I witness around me today? was the sea risen?', 0.816496580927726), ('I watched with joy the threatening maws of the waves,', 'Was the wind piping the pipe of death under the black clouds?', 0.8888194417315588), ('I herd the wind piping, I saw the black clouds,', 'Lo! from deeps more unfathomable, something more deadly and savage,', 0.927960727138337), ('What, to passion I witness around me today? was the sea risen?', 'Manhattan rising, advancing with menacing front -- Cincinnati, Chicago, unchained;', 0.7071067811865476), ('Now we advance our latent and ampler hunger to fill,', 'What was that swell I saw on the ocean? behold what comes here,', 0.7071067811865476), ('Not through the mighty woods we go, but through the mightier cities,', 'How it climbs with daring feet and hands -- how it dashes!', 0.8660254037844386), ('What, to passion I witness around me today? was the sea risen?', 'How the true thunder bellows after the lightning -- how bright the flashes of lightning!', 0.816496580927726), ('What, to passion I witness around me today? was the sea risen?', 'How Democracy with desperate vengeful port strides on, shown through the dark by those flashes of lightning!', 0.816496580927726), ('I watched with joy the threatening maws of the waves,', 'In a lull of the deafening confusion.)', 0.8), ('How it climbs with daring feet and hands -- how it dashes!', 'And do you rise higher than ever yet O days, O cities!', 0.8660254037844386), ('I watched with joy the threatening maws of the waves,', 'Crash heavier, heavier yet O storms! you have done me good,', 0.8306623862918076), ('Yet there with my soul I fed, I fed content, supercilious.', 'My soul prepared in the mountains absorbs your immortal strong nutriment,', 0.9574271077563381), ('Lo! from deeps more unfathomable, something more deadly and savage,', 'Long had I walked my cities, my country roads through farms, only half satisfied,', 0.6666666666666667), ('What, to pavements and homesteads here, what were those storms of the mountains and sea?', 'One doubt nauseous undulating Like a snake, crawled on the ground before me,', 0), ('What, to pavements and homesteads here, what were those storms of the mountains and sea?', 'The cities I loved so well I abandoned and left, I sped to the certainties suitable to me,', 0), ('Yet there with my soul I fed, I fed content, supercilious.', ""Hungering, hungering, hungering, for primal energies and Nature's dauntlessness,"", 0.6871842709362768), ('In a lull of the deafening confusion.)', 'I refreshed myself with it only, I could relish it only,', 0.6), ('How it climbs with daring feet and hands -- how it dashes!', 'But now I no longer wait, I am fully satisfied, I am glutted,', 0.7071067811865476), ('But now I no longer wait, I am fully satisfied, I am glutted,', 'I have witnessed the true lightning, I have witnessed my cities electric,', 0.9860132971832692), ('Long had I walked my cities, my country roads through farms, only half satisfied,', 'I have lived to behold man burst forth and warlike America rise,', 0.0), ('I watched with joy the threatening maws of the waves,', 'Hence I will seek no more the food of the northern solitary wilds,', 0.5120763831912406), ('All the menacing might of the globe uprisen around me,', 'No more the mountains rome or sail the stormy sea.', 0)]"
