id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines,rhyming_line_pairs
english/brydgess/Z300290976,12.0,12.0,14.0,"[('The wandering moon; with sweets all Nature blessed:', ""But most the Virgin's beauty strikes the breast;"", 0), ('Sweet is the gleam of morn; and sweet on high', 'The tender voice, white neck, and full black eye', 0), ('The tender voice, white neck, and full black eye', ""Drowsily-sweet, Like Sol through' clouds; the die,"", 0), ('The wandering moon; with sweets all Nature blessed:', 'The slender from, that grace and ease invest,', 0), ('The manners formed to shine in courts; yet meek,', 'Enrapture: but when joined in one they speak,', 0), ('And pleased with all, and wishing all to please,', 'The Bard with joys unutterable seize:', 0), ('The manners formed to shine in courts; yet meek,', 'Yet such he feared but in his dreams to seek,', 0), ('And pleased with all, and wishing all to please,', 'Till Mary blessed his gaze with living charms Like these.', 0)]"
english/miltonjo/Z300437800,10.0,7.0,14.0,"[(""Of England's Counsel, and her Treasury,"", 'Who lived in both, unstained with gold or fee,', 0), ('Daughter to that good Earl, once President', 'And left them both, more in himself content,', 0.8539125638299666), ('Daughter to that good Earl, once President', 'Till the sad breaking of that Parlament', 0), ('Who lived in both, unstained with gold or fee,', 'At Chæronea, fatal to liberty', 0), ('Daughter to that good Earl, once President', ""Kil'd with report that Old man eloquent,"", 0.9013878188659973), ('Though later born, then to have known the days', 'Madam, me thinks I see him living yet;', 0.7453559924999299), ('Though later born, then to have known the days', 'So well your words his noble virtues praise,', 0)]"
english/irelands/Z200403553,14.0,11.0,14.0,"[('Sweet imp  of faery land, would I mote  praise', 'Thy heavenly fancy with poetic mind;', 0.9574271077563381), ('Sweet imp  of faery land, would I mote  praise', 'Would I mote herie  with thy soaring lays,', 0), ('Thy heavenly fancy with poetic mind;', 'Descrive  my thoughts in virelays  refined,', 0), ('Descrive  my thoughts in virelays  refined,', 'Showing the barred and scholar both combined;', 0), ('Descrive  my thoughts in virelays  refined,', ""But, weal-away , 'this not for me designed,"", 0), ('So should I think myself renowned for ever:', ""Apollo's mandate did the spell dissever;"", 0.8333333333333335), ('So should I think myself renowned for ever:', 'Thy rhymes, great Spenser, I shall equal never:', 0), (""Apollo's mandate did the spell dissever;"", 'Thou the proud sun, beaming magnific splendour;', 0.8333333333333334), ('So should I think myself renowned for ever:', 'Myself the star, scarce twinkling what is clever,', 0), ('Myself the star, scarce twinkling what is clever,', 'Glad at thy bays my weak wit to surrender:', 0.6666666666666666), ('Then all I hope is, from thy glitterand  beams', 'To gild my little orb with radiant gleams.', 0)]"
english-ed2/gravesal/Z200679114,13.0,11.0,14.0,"[('And little birds no longer pipe ""Alas!""', 'Oft as afield from copse to copse I pass,', 0), ('When Spring returns, after so sad delay,', 'I mark thee, fairest, quickening day by day', 0), ('When Spring returns, after so sad delay,', 'From bud to leaf -- from leaf to blossom gay;', 0), ('And little birds no longer pipe ""Alas!""', 'Till, as a queen, the lovely village lass', 0), ('When Spring returns, after so sad delay,', 'Wreathes for her crown thy pearliest-petalled spray,', 0), ('When Spring returns, after so sad delay,', 'Thy greenest wilding sceptres for her sway.', 1.0), ('Still to thy stream stoop through the springing grass.', 'Aye! linger still, a bride before thy glass.', 0), ('Be with us still, beseech thee, Maiden May;', 'And still too soon shall dusk the nuptial day', 0), ('Be with us still, beseech thee, Maiden May;', ""In Summer's amorous arms shall blushing melt away."", 1.0)]"
english/wordswwi/Z300543427,11.0,11.0,14.0,"[('Whose smoke, forth-issuing whence and how it may,', ""Shines in the greeting of the sun's first ray"", 0), ('See what gay wild flowers deck this earth-built Cot,', 'Like wreaths of vapour without stain or blot.', 0), ('Like wreaths of vapour without stain or blot.', 'The limpid mountain rill avoids it not;', 0), ('Like wreaths of vapour without stain or blot.', 'Humanity is humble, finds no spot', 0), ('And why shouldst thou? -- If rightly trained and bred,', 'Which her Heaven-guided feet refuse to tread.', 0), ('The walls are cracked, sunk is the flowery roof,', 'Search, for their worth, some gentle heart wrong-proof,', 0), ('The walls are cracked, sunk is the flowery roof,', 'Belike less happy. -- Stand no more aloof!', 0)]"
english/sbtomkin/Z300493092,10.0,6.0,14.0,"[('Nor punish me in thy deserved displeasure:', 'Have mercy on my Sinns exceeding measure,', 0), (""Save it (alas) from the'uer-neuer Dying:"", 'For who in deep Hell (and fierce Torments frying)', 0), (""Shall sing thy praise, or can extol th'Eternall?"", 'My bed and bosom, with my tears I water:', 1.0), (""Long have I Languisht in my grievous Sorrow's,"", 'My foes Despight hath ploughd my face with furrows.', 0.39999999999999997), ('But (now my Soul) let the ungodly Scatter:', 'Hath herd my moan, and does regard my matter.', 0)]"
english/rawnsley/Z200472540,13.0,10.0,14.0,"[('Crushed by the overpowering bastion wall', 'And climbed the narrow path to Blumenthal;', 0.9574271077563381), ('And climbed the narrow path to Blumenthal;', 'Sadly the herdsman patched his broken stall,', 0), (""Of Jungfrau's height, appalled and soul-oppressed,"", 'So long the snow his pasture had possessed;', 0), (""Of Jungfrau's height, appalled and soul-oppressed,"", 'The winter cold had burned the mountain-breast,', 0), ('Sadly the herdsman patched his broken stall,', 'And driven the flowers, we thought, beyond recall.', 0), ('A host of frail anemones were seen,', 'Part white, part yellow, dancing on the green:', 0), ('Like sunshine breaking upward through the ground,', 'We felt our souls unto their measure bound', 0), (""Then sudden by a stream's impetuous raze,"", 'To find light hearts in such a lonely place.', 0.6666666666666667)]"
english/smithcha/Z300488915,14.0,8.0,14.0,"[('The garlands fade that Spring so lately wove,', 'Anemonies, that spangled every grove,', 0.4714045207910317), ('Each simple flower, which she had nursed in Due,', 'The primrose won, and harebell, mildly blue.', 0), ('No more shall violets linger in the dell,', 'Till Spring again shall call forth every bell,', 0), ('Or purple orchis variegate the plain,', 'And dress with humid hands her wreaths again. --', 0.9574271077563381), ('Till Spring again shall call forth every bell,', 'Ah! poor humanity! so frail, so fair,', 0.7071067811865476), ('Or purple orchis variegate the plain,', 'Are the found visions of thy early day,', 1.0), ('Ah! poor humanity! so frail, so fair,', 'Till tyrant passion, and corrosive care,', 0), ('Are the found visions of thy early day,', 'Bid all thy fairy colours fade away!', 1.0), ('Another May new buds and flowers shall bring;', 'Ah! why has happiness -- no second Spring?', 0)]"
english/griffinb/Z200383326,12.0,10.0,14.0,"[('No choice of change can ever change my mind,', 'Choiceles my choice the choicest choice alive:', 0.6871842709362768), ('No choice of change can ever change my mind,', 'Wonder of women, were she not unkind,', 0), ('Choiceles my choice the choicest choice alive:', 'The pitiless of pity to deprive.', 0), ('Wonder of women, were she not unkind,', 'Yet she, the kindest creature of her kind,', 0), ('Yet she, the kindest creature of her kind,', 'And well she may, sith by good proof I find', 0), ('Yet she, the kindest creature of her kind,', 'For when my sickness had the upper hand,', 0.8975274678557507), ('For when my sickness had the upper hand,', 'She took great pains my pains for to withstand,', 0), ('And death began to show his awful face;', 'And eased my heart that was in heavy case.', 0), ('And death began to show his awful face;', 'But cruel now she skorneth what it craveth:', 0.6009252125773316), ('But cruel now she skorneth what it craveth:', 'Unkind in kindness, murdering while she saveth.', 0.4772607021092118)]"
english/miltonjo/Z300437813,10.0,8.0,14.0,"[('First taught our English Music how to span', 'Words with just note and accent, not to scan', 0), ('Harry whose tuneful and well measured Song', 'With Midas Ears, committing short and long,', 0), ('Harry whose tuneful and well measured Song', 'Thy worth and skill exempts thee from the throng,', 0), ('First taught our English Music how to span', 'To after age thou shalt be writ the man,', 0), ('Thou honourest Verse, and Verse must send her wing', 'Then his Casella, whom he wooed to sing', 0.8975274678557508), ('That tunest their happiest lines in Hymn, or Story.', 'Met in the milder shades of Purgatory.', 0)]"
english/smithcha/Z300488952,14.0,10.0,14.0,"[('I love thee, mournful, sober-suited Night!', 'And veiled in clouds, with pale uncertain light', 0), ('When the faint Moon, yet lingering in her wane,', 'Hangs over the waters of the restless main.', 0.816496580927726), ('I love thee, mournful, sober-suited Night!', 'In deep depression sunk, the enfeebled mind', 0.9574271077563381), ('Hangs over the waters of the restless main.', 'Will to the deaf cold elements complain,', 0), ('Will to the deaf cold elements complain,', 'And tell the embosomed grief, however vain,', 0), ('In deep depression sunk, the enfeebled mind', 'To sullen surges and the viewless wind.', 0.6403124237432849), ('In deep depression sunk, the enfeebled mind', ""Tho' no repose on thy dark breast I find,"", 0), ('I love thee, mournful, sober-suited Night!', 'I still enjoy thee -- cheerless as thou art;', 0.8819171036881969), ('I still enjoy thee -- cheerless as thou art;', 'For in thy quiet gloom the exhausted heart', 0), ('In deep depression sunk, the enfeebled mind', ""Is calm, though' wretched; hopeless, yet resigned."", 0), ('In deep depression sunk, the enfeebled mind', 'While to the winds and waves its sorrows given,', 0.7071067811865476), ('While to the winds and waves its sorrows given,', ""May reach -- though' lost on earth -- the ear of Heaven!"", 0.8333333333333334)]"
